lambda,beta,frac_campo,ion
1504.201681,13118785.2,0.136644633,2
1504.201681,13118532.34,0.136610426,2
1504.201681,13118279.78,0.13657625,2
1504.201681,13118027.53,0.136542104,2
1504.201681,13117775.59,0.136507989,2
1504.201681,13117523.97,0.136473905,2
1504.201681,13117272.65,0.136439852,2
1504.201681,13117021.64,0.136405829,2
1504.201681,13116770.93,0.136371837,2
1504.201681,13116520.54,0.136337876,2
1504.201681,13116270.45,0.136303946,2
1504.201681,13116020.67,0.136270047,2
1504.201681,13115771.2,0.136236178,2
1504.201681,13115522.04,0.136202341,2
1504.201681,13115273.18,0.136168534,2
1504.201681,13115024.64,0.136134758,2
1504.201681,13114776.39,0.136101014,2
1504.201681,13114528.46,0.1360673,2
1504.201681,13114280.83,0.136033617,2
1504.201681,13114033.51,0.135999966,2
1504.201681,13113786.5,0.135966345,2
1504.201681,13113539.79,0.135932755,2
1504.201681,13113293.38,0.135899197,2
1504.201681,13113047.29,0.135865669,2
1504.201681,13112801.5,0.135832173,2
1504.201681,13112556.01,0.135798708,2
1508.403361,13095043.42,0.140707028,2
1508.403361,13094765.05,0.140670623,2
1508.403361,13094487,0.140634246,2
1508.403361,13094209.27,0.140597898,2
1508.403361,13093931.88,0.140561578,2
1508.403361,13093654.8,0.140525287,2
1508.403361,13093378.05,0.140489024,2
1508.403361,13093101.62,0.14045279,2
1508.403361,13092825.52,0.140416584,2
1508.403361,13092549.74,0.140380407,2
1508.403361,13092274.28,0.140344258,2
1508.403361,13091999.15,0.140308138,2
1508.403361,13091724.34,0.140272047,2
1508.403361,13091449.85,0.140235985,2
1508.403361,13091175.68,0.140199951,2
1508.403361,13090901.84,0.140163946,2
1508.403361,13090628.32,0.14012797,2
1508.403361,13090355.12,0.140092023,2
1508.403361,13090082.24,0.140056105,2
1508.403361,13089809.69,0.140020215,2
1508.403361,13089537.45,0.139984355,2
1508.403361,13089265.54,0.139948523,2
1508.403361,13088993.95,0.13991272,2
1508.403361,13088722.68,0.139876947,2
1508.403361,13088451.73,0.139841202,2
1508.403361,13088181.1,0.139805487,2
1508.403361,13087910.79,0.1397698,2
1508.403361,13087640.8,0.139734143,2
1508.403361,13087371.13,0.139698514,2
1508.403361,13087101.79,0.139662915,2
1508.403361,13086832.76,0.139627345,2
1508.403361,13086564.05,0.139591805,2
1508.403361,13086295.66,0.139556293,2
1508.403361,13086027.59,0.139520811,2
1508.403361,13085759.83,0.139485358,2
1508.403361,13085492.4,0.139449934,2
1508.403361,13085225.28,0.13941454,2
1508.403361,13084958.49,0.139379175,2
1508.403361,13084692.01,0.13934384,2
1508.403361,13084425.85,0.139308534,2
1508.403361,13084160.01,0.139273257,2
1508.403361,13083894.48,0.13923801,2
1508.403361,13083629.27,0.139202792,2
1508.403361,13083364.38,0.139167604,2
1508.403361,13083099.81,0.139132445,2
1508.403361,13082835.56,0.139097316,2
1508.403361,13082571.62,0.139062217,2
1508.403361,13082307.99,0.139027147,2
1508.403361,13082044.69,0.138992107,2
1508.403361,13081781.7,0.138957096,2
1508.403361,13081519.02,0.138922115,2
1508.403361,13081256.67,0.138887164,2
1508.403361,13080994.62,0.138852243,2
1508.403361,13080732.9,0.138817351,2
1508.403361,13080471.49,0.138782489,2
1508.403361,13080210.39,0.138747657,2
1508.403361,13079949.61,0.138712855,2
1508.403361,13079689.14,0.138678083,2
1508.403361,13079428.99,0.13864334,2
1508.403361,13079169.15,0.138608628,2
1508.403361,13078909.63,0.138573945,2
1508.403361,13078650.42,0.138539293,2
1508.403361,13078391.53,0.13850467,2
1508.403361,13078132.94,0.138470077,2
1508.403361,13077874.68,0.138435515,2
1508.403361,13077616.72,0.138400982,2
1508.403361,13077359.08,0.138366479,2
1508.403361,13077101.75,0.138332007,2
1508.403361,13076844.74,0.138297565,2
1508.403361,13076588.03,0.138263152,2
1508.403361,13076331.64,0.13822877,2
1508.403361,13076075.57,0.138194419,2
1508.403361,13075819.8,0.138160097,2
1508.403361,13075564.35,0.138125806,2
1508.403361,13075309.21,0.138091544,2
1508.403361,13075054.38,0.138057313,2
1508.403361,13074799.86,0.138023113,2
1508.403361,13074545.65,0.137988943,2
1508.403361,13074291.75,0.137954803,2
1508.403361,13074038.17,0.137920693,2
1508.403361,13073784.89,0.137886614,2
1508.403361,13073531.93,0.137852565,2
1508.403361,13073279.27,0.137818547,2
1508.403361,13073026.93,0.137784559,2
1508.403361,13072774.9,0.137750601,2
1508.403361,13072523.17,0.137716674,2
1508.403361,13072271.76,0.137682778,2
1508.403361,13072020.65,0.137648912,2
1508.403361,13071769.86,0.137615077,2
1508.403361,13071519.37,0.137581272,2
1508.403361,13071269.19,0.137547498,2
1508.403361,13071019.33,0.137513754,2
1508.403361,13070769.77,0.137480041,2
1508.403361,13070520.51,0.137446359,2
1508.403361,13070271.57,0.137412707,2
1508.403361,13070022.94,0.137379086,2
1508.403361,13069774.61,0.137345496,2
1508.403361,13069526.59,0.137311937,2
1508.403361,13069278.88,0.137278408,2
1508.403361,13069031.47,0.13724491,2
1512.605042,13051951.78,0.142163058,2
1512.605042,13051671.29,0.142126669,2
1512.605042,13051391.13,0.142090308,2
1512.605042,13051111.3,0.142053974,2
1512.605042,13050831.79,0.142017669,2
1512.605042,13050552.61,0.141981391,2
1512.605042,13050273.76,0.141945142,2
1512.605042,13049995.23,0.141908921,2
1512.605042,13049717.02,0.141872727,2
1512.605042,13049439.15,0.141836562,2
1512.605042,13049161.59,0.141800425,2
1512.605042,13048884.37,0.141764316,2
1512.605042,13048607.46,0.141728236,2
1512.605042,13048330.88,0.141692183,2
1512.605042,13048054.63,0.141656159,2
1512.605042,13047778.7,0.141620163,2
1512.605042,13047503.09,0.141584196,2
1512.605042,13047227.81,0.141548256,2
1512.605042,13046952.85,0.141512346,2
1512.605042,13046678.22,0.141476463,2
1512.605042,13046403.91,0.141440609,2
1512.605042,13046129.92,0.141404784,2
1512.605042,13045856.25,0.141368987,2
1512.605042,13045582.91,0.141333218,2
1512.605042,13045309.89,0.141297478,2
1512.605042,13045037.19,0.141261767,2
1512.605042,13044764.82,0.141226084,2
1512.605042,13044492.76,0.14119043,2
1512.605042,13044221.03,0.141154805,2
1512.605042,13043949.62,0.141119208,2
1512.605042,13043678.53,0.14108364,2
1512.605042,13043407.77,0.1410481,2
1512.605042,13043137.32,0.14101259,2
1512.605042,13042867.2,0.140977108,2
1512.605042,13042597.39,0.140941655,2
1512.605042,13042327.91,0.140906231,2
1512.605042,13042058.75,0.140870836,2
1512.605042,13041789.9,0.14083547,2
1512.605042,13041521.38,0.140800133,2
1512.605042,13041253.18,0.140764824,2
1512.605042,13040985.3,0.140729545,2
1512.605042,13040717.73,0.140694295,2
1512.605042,13040450.49,0.140659073,2
1512.605042,13040183.56,0.140623881,2
1512.605042,13039916.96,0.140588718,2
1512.605042,13039650.67,0.140553584,2
1512.605042,13039384.7,0.140518479,2
1512.605042,13039119.05,0.140483403,2
1512.605042,13038853.72,0.140448357,2
1512.605042,13038588.71,0.14041334,2
1512.605042,13038324.01,0.140378352,2
1512.605042,13038059.64,0.140343393,2
1512.605042,13037795.58,0.140308464,2
1512.605042,13037531.83,0.140273564,2
1512.605042,13037268.41,0.140238693,2
1512.605042,13037005.3,0.140203852,2
1512.605042,13036742.51,0.14016904,2
1512.605042,13036480.03,0.140134257,2
1512.605042,13036217.87,0.140099504,2
1512.605042,13035956.03,0.140064781,2
1512.605042,13035694.51,0.140030087,2
1512.605042,13035433.3,0.139995422,2
1512.605042,13035172.4,0.139960787,2
1512.605042,13034911.83,0.139926182,2
1512.605042,13034651.56,0.139891606,2
1512.605042,13034391.62,0.13985706,2
1512.605042,13034131.98,0.139822544,2
1512.605042,13033872.67,0.139788057,2
1512.605042,13033613.66,0.1397536,2
1512.605042,13033354.97,0.139719173,2
1512.605042,13033096.6,0.139684775,2
1512.605042,13032838.54,0.139650407,2
1512.605042,13032580.8,0.139616069,2
1512.605042,13032323.36,0.139581761,2
1512.605042,13032066.25,0.139547483,2
1512.605042,13031809.44,0.139513234,2
1512.605042,13031552.95,0.139479016,2
1512.605042,13031296.77,0.139444827,2
1512.605042,13031040.91,0.139410669,2
1512.605042,13030785.36,0.13937654,2
1512.605042,13030530.12,0.139342441,2
1512.605042,13030275.19,0.139308373,2
1512.605042,13030020.58,0.139274334,2
1512.605042,13029766.27,0.139240325,2
1512.605042,13029512.28,0.139206347,2
1512.605042,13029258.61,0.139172398,2
1512.605042,13029005.24,0.13913848,2
1512.605042,13028752.18,0.139104592,2
1512.605042,13028499.44,0.139070734,2
1512.605042,13028247,0.139036906,2
1512.605042,13027994.88,0.139003109,2
1512.605042,13027743.07,0.138969341,2
1512.605042,13027491.57,0.138935604,2
1512.605042,13027240.38,0.138901898,2
1512.605042,13026989.5,0.138868221,2
1512.605042,13026738.93,0.138834575,2
1512.605042,13026488.67,0.138800959,2
1512.605042,13026238.72,0.138767374,2
1512.605042,13025989.07,0.138733819,2
1512.605042,13025739.74,0.138700294,2
1516.806723,13009092.01,0.14362758,2
1516.806723,13008809.4,0.143591214,2
1516.806723,13008527.13,0.143554876,2
1516.806723,13008245.17,0.143518565,2
1516.806723,13007963.55,0.143482281,2
1516.806723,13007682.26,0.143446025,2
1516.806723,13007401.29,0.143409796,2
1516.806723,13007120.65,0.143373595,2
1516.806723,13006840.34,0.143337422,2
1516.806723,13006560.35,0.143301276,2
1516.806723,13006280.69,0.143265157,2
1516.806723,13006001.36,0.143229067,2
1516.806723,13005722.36,0.143193004,2
1516.806723,13005443.68,0.143156969,2
1516.806723,13005165.32,0.143120961,2
1516.806723,13004887.3,0.143084981,2
1516.806723,13004609.6,0.14304903,2
1516.806723,13004332.22,0.143013106,2
1516.806723,13004055.17,0.142977209,2
1516.806723,13003778.45,0.142941341,2
1516.806723,13003502.05,0.142905501,2
1516.806723,13003225.98,0.142869689,2
1516.806723,13002950.23,0.142833905,2
1516.806723,13002674.81,0.142798148,2
1516.806723,13002399.71,0.14276242,2
1516.806723,13002124.93,0.14272672,2
1516.806723,13001850.48,0.142691048,2
1516.806723,13001576.35,0.142655404,2
1516.806723,13001302.55,0.142619789,2
1516.806723,13001029.07,0.142584201,2
1516.806723,13000755.91,0.142548642,2
1516.806723,13000483.08,0.142513111,2
1516.806723,13000210.57,0.142477609,2
1516.806723,12999938.38,0.142442134,2
1516.806723,12999666.52,0.142406688,2
1516.806723,12999394.98,0.142371271,2
1516.806723,12999123.76,0.142335882,2
1516.806723,12998852.86,0.142300521,2
1516.806723,12998582.28,0.142265189,2
1516.806723,12998312.03,0.142229885,2
1516.806723,12998042.1,0.14219461,2
1516.806723,12997772.48,0.142159363,2
1516.806723,12997503.19,0.142124145,2
1516.806723,12997234.23,0.142088956,2
1516.806723,12996965.58,0.142053795,2
1516.806723,12996697.25,0.142018663,2
1516.806723,12996429.24,0.141983559,2
1516.806723,12996161.56,0.141948485,2
1516.806723,12995894.19,0.141913439,2
1516.806723,12995627.15,0.141878422,2
1516.806723,12995360.42,0.141843433,2
1516.806723,12995094.01,0.141808474,2
1516.806723,12994827.93,0.141773543,2
1516.806723,12994562.16,0.141738641,2
1516.806723,12994296.71,0.141703768,2
1516.806723,12994031.58,0.141668925,2
1516.806723,12993766.77,0.14163411,2
1516.806723,12993502.28,0.141599324,2
1516.806723,12993238.1,0.141564567,2
1516.806723,12992974.25,0.141529839,2
1516.806723,12992710.71,0.14149514,2
1516.806723,12992447.49,0.14146047,2
1516.806723,12992184.59,0.14142583,2
1516.806723,12991922.01,0.141391218,2
1516.806723,12991659.74,0.141356636,2
1516.806723,12991397.79,0.141322083,2
1516.806723,12991136.16,0.141287559,2
1516.806723,12990874.84,0.141253065,2
1516.806723,12990613.84,0.1412186,2
1516.806723,12990353.16,0.141184164,2
1516.806723,12990092.79,0.141149757,2
1516.806723,12989832.74,0.14111538,2
1516.806723,12989573.01,0.141081032,2
1516.806723,12989313.59,0.141046713,2
1516.806723,12989054.49,0.141012424,2
1516.806723,12988795.7,0.140978165,2
1516.806723,12988537.23,0.140943935,2
1516.806723,12988279.07,0.140909734,2
1516.806723,12988021.23,0.140875563,2
1516.806723,12987763.7,0.140841422,2
1516.806723,12987506.49,0.14080731,2
1516.806723,12987249.59,0.140773228,2
1516.806723,12986993,0.140739175,2
1516.806723,12986736.73,0.140705152,2
1516.806723,12986480.78,0.140671159,2
1516.806723,12986225.13,0.140637195,2
1516.806723,12985969.8,0.140603261,2
1516.806723,12985714.79,0.140569357,2
1516.806723,12985460.09,0.140535483,2
1516.806723,12985205.7,0.140501638,2
1516.806723,12984951.62,0.140467824,2
1516.806723,12984697.85,0.140434039,2
1516.806723,12984444.4,0.140400284,2
1516.806723,12984191.26,0.140366559,2
1516.806723,12983938.44,0.140332864,2
1516.806723,12983685.92,0.140299199,2
1516.806723,12983433.72,0.140265563,2
1516.806723,12983181.83,0.140231958,2
1516.806723,12982930.25,0.140198383,2
1516.806723,12982678.98,0.140164838,2
1521.008403,12966462.3,0.14510056,2
1521.008403,12966177.56,0.145064225,2
1521.008403,12965893.16,0.145027917,2
1521.008403,12965609.08,0.144991636,2
1521.008403,12965325.33,0.144955381,2
1521.008403,12965041.91,0.144919154,2
1521.008403,12964758.82,0.144882954,2
1521.008403,12964476.06,0.14484678,2
1521.008403,12964193.63,0.144810634,2
1521.008403,12963911.53,0.144774514,2
1521.008403,12963629.76,0.144738422,2
1521.008403,12963348.31,0.144702357,2
1521.008403,12963067.2,0.144666319,2
1521.008403,12962786.41,0.144630309,2
1521.008403,12962505.95,0.144594325,2
1521.008403,12962225.82,0.144558369,2
1521.008403,12961946.01,0.14452244,2
1521.008403,12961666.54,0.144486539,2
1521.008403,12961387.39,0.144450665,2
1521.008403,12961108.57,0.144414818,2
1521.008403,12960830.07,0.144378999,2
1521.008403,12960551.91,0.144343207,2
1521.008403,12960274.07,0.144307443,2
1521.008403,12959996.55,0.144271706,2
1521.008403,12959719.36,0.144235997,2
1521.008403,12959442.5,0.144200315,2
1521.008403,12959165.96,0.144164661,2
1521.008403,12958889.75,0.144129035,2
1521.008403,12958613.87,0.144093436,2
1521.008403,12958338.31,0.144057865,2
1521.008403,12958063.08,0.144022322,2
1521.008403,12957788.17,0.143986806,2
1521.008403,12957513.58,0.143951319,2
1521.008403,12957239.32,0.143915859,2
1521.008403,12956965.39,0.143880427,2
1521.008403,12956691.78,0.143845023,2
1521.008403,12956418.49,0.143809647,2
1521.008403,12956145.53,0.143774299,2
1521.008403,12955872.89,0.143738979,2
1521.008403,12955600.58,0.143703687,2
1521.008403,12955328.59,0.143668423,2
1521.008403,12955056.92,0.143633187,2
1521.008403,12954785.57,0.143597979,2
1521.008403,12954514.55,0.143562799,2
1521.008403,12954243.85,0.143527648,2
1521.008403,12953973.48,0.143492524,2
1521.008403,12953703.42,0.143457429,2
1521.008403,12953433.69,0.143422362,2
1521.008403,12953164.28,0.143387324,2
1521.008403,12952895.19,0.143352313,2
1521.008403,12952626.43,0.143317332,2
1521.008403,12952357.98,0.143282378,2
1521.008403,12952089.86,0.143247453,2
1521.008403,12951822.06,0.143212556,2
1521.008403,12951554.58,0.143177688,2
1521.008403,12951287.42,0.143142848,2
1521.008403,12951020.58,0.143108037,2
1521.008403,12950754.06,0.143073254,2
1521.008403,12950487.86,0.1430385,2
1521.008403,12950221.98,0.143003775,2
1521.008403,12949956.42,0.142969078,2
1521.008403,12949691.18,0.14293441,2
1521.008403,12949426.26,0.14289977,2
1521.008403,12949161.66,0.142865159,2
1521.008403,12948897.38,0.142830577,2
1521.008403,12948633.42,0.142796024,2
1521.008403,12948369.78,0.142761499,2
1521.008403,12948106.46,0.142727004,2
1521.008403,12947843.45,0.142692537,2
1521.008403,12947580.76,0.142658099,2
1521.008403,12947318.4,0.14262369,2
1521.008403,12947056.35,0.14258931,2
1521.008403,12946794.61,0.142554958,2
1521.008403,12946533.2,0.142520636,2
1521.008403,12946272.1,0.142486343,2
1521.008403,12946011.32,0.142452079,2
1521.008403,12945750.86,0.142417844,2
1521.008403,12945490.71,0.142383638,2
1521.008403,12945230.88,0.142349461,2
1521.008403,12944971.37,0.142315313,2
1521.008403,12944712.17,0.142281194,2
1521.008403,12944453.3,0.142247105,2
1521.008403,12944194.73,0.142213045,2
1521.008403,12943936.48,0.142179014,2
1521.008403,12943678.55,0.142145012,2
1521.008403,12943420.94,0.14211104,2
1521.008403,12943163.64,0.142077097,2
1521.008403,12942906.65,0.142043183,2
1521.008403,12942649.98,0.142009299,2
1521.008403,12942393.62,0.141975444,2
1521.008403,12942137.58,0.141941619,2
1521.008403,12941881.86,0.141907823,2
1521.008403,12941626.45,0.141874056,2
1521.008403,12941371.35,0.141840319,2
1521.008403,12941116.57,0.141806611,2
1521.008403,12940862.1,0.141772933,2
1521.008403,12940607.94,0.141739285,2
1521.008403,12940354.1,0.141705666,2
1521.008403,12940100.57,0.141672077,2
1521.008403,12939847.36,0.141638517,2
1525.210084,12924060.85,0.146581964,2
1525.210084,12923773.97,0.146545667,2
1525.210084,12923487.42,0.146509397,2
1525.210084,12923201.21,0.146473153,2
1525.210084,12922915.33,0.146436936,2
1525.210084,12922629.78,0.146400745,2
1525.210084,12922344.56,0.14636458,2
1525.210084,12922059.67,0.146328442,2
1525.210084,12921775.11,0.14629233,2
1525.210084,12921490.88,0.146256245,2
1525.210084,12921206.99,0.146220186,2
1525.210084,12920923.42,0.146184154,2
1525.210084,12920640.18,0.146148149,2
1525.210084,12920357.28,0.14611217,2
1525.210084,12920074.7,0.146076218,2
1525.210084,12919792.46,0.146040293,2
1525.210084,12919510.54,0.146004394,2
1525.210084,12919228.95,0.145968523,2
1525.210084,12918947.7,0.145932678,2
1525.210084,12918666.77,0.14589686,2
1525.210084,12918386.17,0.145861069,2
1525.210084,12918105.9,0.145825305,2
1525.210084,12917825.96,0.145789568,2
1525.210084,12917546.34,0.145753858,2
1525.210084,12917267.06,0.145718175,2
1525.210084,12916988.1,0.145682519,2
1525.210084,12916709.47,0.14564689,2
1525.210084,12916431.16,0.145611289,2
1525.210084,12916153.19,0.145575714,2
1525.210084,12915875.54,0.145540167,2
1525.210084,12915598.22,0.145504647,2
1525.210084,12915321.23,0.145469154,2
1525.210084,12915044.56,0.145433689,2
1525.210084,12914768.22,0.145398251,2
1525.210084,12914492.21,0.14536284,2
1525.210084,12914216.52,0.145327457,2
1525.210084,12913941.16,0.145292101,2
1525.210084,12913666.12,0.145256772,2
1525.210084,12913391.41,0.145221472,2
1525.210084,12913117.03,0.145186198,2
1525.210084,12912842.97,0.145150952,2
1525.210084,12912569.23,0.145115734,2
1525.210084,12912295.83,0.145080544,2
1525.210084,12912022.74,0.145045381,2
1525.210084,12911749.98,0.145010245,2
1525.210084,12911477.55,0.144975138,2
1525.210084,12911205.44,0.144940058,2
1525.210084,12910933.65,0.144905006,2
1525.210084,12910662.19,0.144869982,2
1525.210084,12910391.05,0.144834985,2
1525.210084,12910120.23,0.144800017,2
1525.210084,12909849.74,0.144765076,2
1525.210084,12909579.57,0.144730164,2
1525.210084,12909309.73,0.144695279,2
1525.210084,12909040.2,0.144660422,2
1525.210084,12908771,0.144625594,2
1525.210084,12908502.13,0.144590793,2
1525.210084,12908233.57,0.14455602,2
1525.210084,12907965.34,0.144521276,2
1525.210084,12907697.43,0.14448656,2
1525.210084,12907429.84,0.144451871,2
1525.210084,12907162.57,0.144417211,2
1525.210084,12906895.63,0.14438258,2
1525.210084,12906629,0.144347976,2
1525.210084,12906362.7,0.144313401,2
1525.210084,12906096.72,0.144278854,2
1525.210084,12905831.06,0.144244336,2
1525.210084,12905565.71,0.144209846,2
1525.210084,12905300.69,0.144175384,2
1525.210084,12905035.99,0.144140951,2
1525.210084,12904771.61,0.144106546,2
1525.210084,12904507.55,0.144072169,2
1525.210084,12904243.81,0.144037821,2
1525.210084,12903980.39,0.144003502,2
1525.210084,12903717.29,0.143969211,2
1525.210084,12903454.51,0.143934949,2
1525.210084,12903192.05,0.143900716,2
1525.210084,12902929.9,0.143866511,2
1525.210084,12902668.08,0.143832335,2
1525.210084,12902406.57,0.143798187,2
1525.210084,12902145.39,0.143764069,2
1525.210084,12901884.52,0.143729979,2
1525.210084,12901623.96,0.143695917,2
1525.210084,12901363.73,0.143661885,2
1525.210084,12901103.81,0.143627882,2
1525.210084,12900844.22,0.143593907,2
1525.210084,12900584.93,0.143559961,2
1525.210084,12900325.97,0.143526044,2
1525.210084,12900067.32,0.143492157,2
1525.210084,12899808.99,0.143458298,2
1525.210084,12899550.98,0.143424468,2
1525.210084,12899293.28,0.143390667,2
1525.210084,12899035.9,0.143356895,2
1525.210084,12898778.84,0.143323153,2
1525.210084,12898522.09,0.143289439,2
1525.210084,12898265.66,0.143255755,2
1525.210084,12898009.54,0.143222099,2
1525.210084,12897753.74,0.143188473,2
1525.210084,12897498.25,0.143154876,2
1525.210084,12897243.08,0.143121309,2
1529.411765,12881885.87,0.148071755,2
1529.411765,12881596.84,0.148035504,2
1529.411765,12881308.15,0.14799928,2
1529.411765,12881019.79,0.147963081,2
1529.411765,12880731.76,0.147926908,2
1529.411765,12880444.07,0.147890761,2
1529.411765,12880156.71,0.14785464,2
1529.411765,12879869.68,0.147818544,2
1529.411765,12879582.99,0.147782475,2
1529.411765,12879296.63,0.147746431,2
1529.411765,12879010.6,0.147710414,2
1529.411765,12878724.9,0.147674422,2
1529.411765,12878439.54,0.147638457,2
