lambda,beta,frac_campo,ion
1516.806723,13020083.45,0.145030353,1
1516.806723,13020212.59,0.1450467,1
1516.806723,13020341.8,0.145063051,1
1516.806723,13020471.06,0.145079408,1
1516.806723,13020600.39,0.145095769,1
1516.806723,13020729.79,0.145112135,1
1516.806723,13020859.25,0.145128507,1
1516.806723,13020988.78,0.145144883,1
1516.806723,13021118.36,0.145161264,1
1516.806723,13021248.02,0.14517765,1
1516.806723,13021377.73,0.145194041,1
1516.806723,13021507.51,0.145210437,1
1516.806723,13021637.36,0.145226838,1
1521.008403,12966462.3,0.14510056,1
1521.008403,12966586.86,0.145116449,1
1521.008403,12966711.47,0.145132343,1
1521.008403,12966836.15,0.145148243,1
1521.008403,12966960.89,0.145164147,1
1521.008403,12967085.69,0.145180057,1
1521.008403,12967210.56,0.145195971,1
1521.008403,12967335.49,0.145211891,1
1521.008403,12967460.49,0.145227816,1
1521.008403,12967585.55,0.145243746,1
1521.008403,12967710.67,0.145259681,1
1521.008403,12967835.85,0.145275621,1
1521.008403,12967961.1,0.145291566,1
1521.008403,12968086.41,0.145307516,1
1521.008403,12968211.78,0.145323471,1
1521.008403,12968337.22,0.145339432,1
1521.008403,12968462.72,0.145355397,1
1521.008403,12968588.28,0.145371368,1
1521.008403,12968713.91,0.145387344,1
1521.008403,12968839.6,0.145403324,1
1521.008403,12968965.36,0.14541931,1
1521.008403,12969091.17,0.145435301,1
1521.008403,12969217.05,0.145451297,1
1521.008403,12969343,0.145467298,1
1521.008403,12969469.01,0.145483304,1
1521.008403,12969595.08,0.145499315,1
1521.008403,12969721.21,0.145515331,1
1521.008403,12969847.41,0.145531352,1
1521.008403,12969973.67,0.145547379,1
1521.008403,12970100,0.14556341,1
1521.008403,12970226.39,0.145579446,1
1521.008403,12970352.84,0.145595488,1
1521.008403,12970479.36,0.145611534,1
1521.008403,12970605.94,0.145627585,1
1521.008403,12970732.58,0.145643642,1
1521.008403,12970859.29,0.145659703,1
1521.008403,12970986.06,0.14567577,1
1521.008403,12971112.89,0.145691841,1
1521.008403,12971239.79,0.145707918,1
1521.008403,12971366.75,0.145723999,1
1521.008403,12971493.78,0.145740086,1
1521.008403,12971620.87,0.145756177,1
1521.008403,12971748.02,0.145772274,1
1521.008403,12971875.23,0.145788376,1
1521.008403,12972002.52,0.145804482,1
1521.008403,12972129.86,0.145820594,1
1521.008403,12972257.27,0.14583671,1
1521.008403,12972384.74,0.145852832,1
1521.008403,12972512.27,0.145868958,1
1521.008403,12972639.87,0.14588509,1
1521.008403,12972767.54,0.145901226,1
1521.008403,12972895.26,0.145917367,1
1521.008403,12973023.06,0.145933514,1
1521.008403,12973150.91,0.145949665,1
1521.008403,12973278.83,0.145965822,1
1521.008403,12973406.81,0.145981983,1
1521.008403,12973534.86,0.145998149,1
1521.008403,12973662.97,0.14601432,1
1521.008403,12973791.14,0.146030497,1
1521.008403,12973919.38,0.146046678,1
1521.008403,12974047.69,0.146062864,1
1521.008403,12974176.05,0.146079055,1
1521.008403,12974304.48,0.146095251,1
1521.008403,12974432.98,0.146111452,1
1521.008403,12974561.54,0.146127657,1
1521.008403,12974690.16,0.146143868,1
1521.008403,12974818.85,0.146160084,1
1521.008403,12974947.6,0.146176305,1
1521.008403,12975076.41,0.14619253,1
1521.008403,12975205.29,0.146208761,1
1521.008403,12975334.24,0.146224996,1
1521.008403,12975463.24,0.146241236,1
1521.008403,12975592.32,0.146257481,1
1521.008403,12975721.45,0.146273732,1
1521.008403,12975850.65,0.146289987,1
1521.008403,12975979.92,0.146306247,1
1521.008403,12976109.25,0.146322511,1
1521.008403,12976238.64,0.146338781,1
1521.008403,12976368.1,0.146355056,1
1521.008403,12976497.62,0.146371335,1
1521.008403,12976627.2,0.14638762,1
1521.008403,12976756.85,0.146403909,1
1521.008403,12976886.57,0.146420203,1
1521.008403,12977016.35,0.146436502,1
1521.008403,12977146.19,0.146452806,1
1521.008403,12977276.1,0.146469115,1
1521.008403,12977406.07,0.146485428,1
1521.008403,12977536.11,0.146501747,1
1521.008403,12977666.21,0.14651807,1
1521.008403,12977796.37,0.146534398,1
1521.008403,12977926.6,0.146550731,1
1521.008403,12978056.9,0.146567069,1
1521.008403,12978187.26,0.146583412,1
1521.008403,12978317.68,0.14659976,1
1521.008403,12978448.17,0.146616112,1
1521.008403,12978578.72,0.14663247,1
1521.008403,12978709.34,0.146648832,1
1521.008403,12978840.02,0.146665199,1
1521.008403,12978970.77,0.14668157,1
1521.008403,12979101.58,0.146697947,1
1525.210084,12924060.85,0.146581964,1
1525.210084,12924186.34,0.146597836,1
1525.210084,12924311.89,0.146613713,1
1525.210084,12924437.5,0.146629595,1
1525.210084,12924563.18,0.146645482,1
1525.210084,12924688.92,0.146661374,1
1525.210084,12924814.73,0.146677271,1
1525.210084,12924940.6,0.146693173,1
1525.210084,12925066.53,0.14670908,1
1525.210084,12925192.53,0.146724992,1
1525.210084,12925318.59,0.14674091,1
1525.210084,12925444.71,0.146756832,1
1525.210084,12925570.9,0.146772759,1
1525.210084,12925697.15,0.146788691,1
1525.210084,12925823.46,0.146804628,1
1525.210084,12925949.84,0.14682057,1
1525.210084,12926076.28,0.146836517,1
1525.210084,12926202.79,0.146852468,1
1525.210084,12926329.36,0.146868425,1
1525.210084,12926455.99,0.146884387,1
1525.210084,12926582.68,0.146900354,1
1525.210084,12926709.45,0.146916326,1
1525.210084,12926836.27,0.146932302,1
1525.210084,12926963.16,0.146948284,1
1525.210084,12927090.11,0.146964271,1
1525.210084,12927217.12,0.146980262,1
1525.210084,12927344.2,0.146996259,1
1525.210084,12927471.35,0.14701226,1
1525.210084,12927598.55,0.147028266,1
1525.210084,12927725.82,0.147044278,1
1525.210084,12927853.16,0.147060294,1
1525.210084,12927980.56,0.147076315,1
1525.210084,12928108.02,0.147092341,1
1525.210084,12928235.55,0.147108372,1
1525.210084,12928363.14,0.147124408,1
1525.210084,12928490.79,0.147140449,1
1525.210084,12928618.51,0.147156495,1
1525.210084,12928746.29,0.147172545,1
1525.210084,12928874.14,0.147188601,1
1525.210084,12929002.05,0.147204661,1
1525.210084,12929130.03,0.147220727,1
1525.210084,12929258.06,0.147236797,1
1525.210084,12929386.17,0.147252872,1
1525.210084,12929514.33,0.147268952,1
1525.210084,12929642.57,0.147285037,1
1525.210084,12929770.86,0.147301127,1
1525.210084,12929899.22,0.147317221,1
1525.210084,12930027.64,0.147333321,1
1525.210084,12930156.13,0.147349425,1
1525.210084,12930284.68,0.147365535,1
1525.210084,12930413.3,0.147381649,1
1525.210084,12930541.98,0.147397768,1
1525.210084,12930670.72,0.147413892,1
1525.210084,12930799.53,0.14743002,1
1525.210084,12930928.4,0.147446154,1
1525.210084,12931057.34,0.147462292,1
1525.210084,12931186.34,0.147478436,1
1525.210084,12931315.41,0.147494584,1
1525.210084,12931444.54,0.147510737,1
1525.210084,12931573.73,0.147526895,1
1525.210084,12931702.99,0.147543057,1
1525.210084,12931832.32,0.147559225,1
1525.210084,12931961.7,0.147575397,1
1525.210084,12932091.16,0.147591574,1
1525.210084,12932220.67,0.147607756,1
1525.210084,12932350.25,0.147623943,1
1525.210084,12932479.9,0.147640134,1
1525.210084,12932609.61,0.147656331,1
1525.210084,12932739.38,0.147672532,1
1525.210084,12932869.22,0.147688738,1
1525.210084,12932999.12,0.147704949,1
1525.210084,12933129.09,0.147721165,1
1525.210084,12933259.12,0.147737385,1
1525.210084,12933389.22,0.14775361,1
1525.210084,12933519.38,0.14776984,1
1525.210084,12933649.61,0.147786075,1
1525.210084,12933779.9,0.147802314,1
1525.210084,12933910.25,0.147818559,1
1525.210084,12934040.67,0.147834808,1
1525.210084,12934171.16,0.147851062,1
1525.210084,12934301.7,0.147867321,1
1525.210084,12934432.32,0.147883584,1
1525.210084,12934563,0.147899852,1
1525.210084,12934693.74,0.147916125,1
1525.210084,12934824.55,0.147932403,1
1525.210084,12934955.42,0.147948685,1
1525.210084,12935086.36,0.147964973,1
1525.210084,12935217.36,0.147981264,1
1525.210084,12935348.42,0.147997561,1
1525.210084,12935479.56,0.148013863,1
1525.210084,12935610.75,0.148030169,1
1525.210084,12935742.01,0.14804648,1
1525.210084,12935873.34,0.148062795,1
1525.210084,12936004.73,0.148079116,1
1525.210084,12936136.19,0.148095441,1
1525.210084,12936267.71,0.148111771,1
1525.210084,12936399.29,0.148128105,1
1525.210084,12936530.94,0.148144445,1
1525.210084,12936662.66,0.148160789,1
1525.210084,12936794.44,0.148177137,1
1529.411765,12881885.87,0.148071755,1
1529.411765,12882012.3,0.148087607,1
1529.411765,12882138.79,0.148103463,1
1529.411765,12882265.34,0.148119325,1
1529.411765,12882391.96,0.148135191,1
1529.411765,12882518.65,0.148151062,1
1529.411765,12882645.39,0.148166938,1
1529.411765,12882772.2,0.14818282,1
1529.411765,12882899.08,0.148198706,1
1529.411765,12883026.02,0.148214596,1
1529.411765,12883153.02,0.148230492,1
1529.411765,12883280.09,0.148246393,1
1529.411765,12883407.22,0.148262298,1
1529.411765,12883534.41,0.148278209,1
